ticket_id,timestamp,category,ticket_text
PHX-2350,2025-09-25 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2351,2025-10-18 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-2352,2025-10-01 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2353,2025-10-09 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2354,2025-10-15 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2355,2025-10-13 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-2356,2025-10-25 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2357,2025-10-20 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-2358,2025-10-30 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-2359,2025-10-13 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2360,2025-08-28 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2361,2025-08-15 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2362,2025-08-27 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-2363,2025-10-25 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2364,2025-11-01 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2365,2025-09-22 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2366,2025-11-01 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2367,2025-08-18 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-2368,2025-10-22 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2369,2025-09-06 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2370,2025-10-15 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2371,2025-10-12 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2372,2025-08-15 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2373,2025-08-28 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2374,2025-11-02 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2375,2025-08-26 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-2376,2025-08-25 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-2377,2025-10-14 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-2378,2025-08-13 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-2379,2025-09-16 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-2380,2025-09-23 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2381,2025-08-27 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2382,2025-09-04 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-2383,2025-09-22 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-2384,2025-08-20 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-2385,2025-10-04 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-2386,2025-08-31 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2387,2025-09-04 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2388,2025-09-30 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2389,2025-10-04 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2390,2025-10-17 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2391,2025-09-20 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2392,2025-09-23 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-2393,2025-09-15 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-2394,2025-09-28 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-2395,2025-09-30 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2396,2025-09-27 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2397,2025-08-28 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2398,2025-08-30 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2399,2025-10-06 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2400,2025-09-08 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2401,2025-10-02 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2402,2025-09-12 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2403,2025-09-27 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-2404,2025-10-24 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-2405,2025-09-26 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2406,2025-10-17 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-2407,2025-10-15 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2408,2025-10-18 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-2409,2025-10-24 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2410,2025-09-16 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2411,2025-09-04 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2412,2025-10-11 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2413,2025-08-28 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-2414,2025-10-01 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2415,2025-11-08 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-2416,2025-09-01 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2417,2025-10-21 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-2418,2025-09-10 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-2419,2025-09-26 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2420,2025-08-31 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2421,2025-10-08 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2422,2025-09-19 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2423,2025-10-01 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-2424,2025-10-23 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-2425,2025-10-24 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-2426,2025-08-24 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2427,2025-08-15 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2428,2025-08-19 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-2429,2025-10-12 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2430,2025-08-18 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2431,2025-09-14 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2432,2025-08-23 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-2433,2025-08-13 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2434,2025-10-01 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-2435,2025-10-29 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2436,2025-10-05 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2437,2025-11-05 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-2438,2025-10-20 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2439,2025-09-05 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2440,2025-10-06 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2441,2025-08-13 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2442,2025-10-06 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2443,2025-10-13 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-2444,2025-09-03 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2445,2025-09-02 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2446,2025-10-27 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2447,2025-10-05 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2448,2025-11-04 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-2449,2025-10-11 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2450,2025-10-10 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2451,2025-11-04 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2452,2025-09-17 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2453,2025-09-25 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2454,2025-08-16 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2455,2025-09-02 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2456,2025-09-27 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2457,2025-10-29 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-2458,2025-11-02 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2459,2025-09-19 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2460,2025-08-23 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-2461,2025-08-25 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2462,2025-11-09 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2463,2025-10-03 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2464,2025-10-05 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2465,2025-10-05 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-2466,2025-09-24 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2467,2025-09-19 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-2468,2025-11-03 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2469,2025-11-03 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2470,2025-09-29 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2471,2025-09-28 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2472,2025-11-08 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-2473,2025-08-30 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2474,2025-11-02 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2475,2025-11-09 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-2476,2025-09-11 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2477,2025-09-23 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2478,2025-09-13 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-2479,2025-10-22 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-2480,2025-09-10 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-2481,2025-10-12 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2482,2025-08-16 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2483,2025-08-26 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2484,2025-10-28 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2485,2025-09-30 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2486,2025-08-28 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2487,2025-10-16 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2488,2025-10-14 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2489,2025-11-05 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2490,2025-10-15 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2491,2025-10-08 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2492,2025-08-15 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2493,2025-08-18 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2494,2025-09-06 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2495,2025-10-18 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2496,2025-10-18 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2497,2025-11-09 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-2498,2025-11-03 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-2499,2025-11-07 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2500,2025-08-22 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2501,2025-09-04 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2502,2025-10-20 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2503,2025-09-06 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-2504,2025-11-01 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2505,2025-08-18 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2506,2025-09-25 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2507,2025-10-08 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-2508,2025-09-03 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2509,2025-08-16 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2510,2025-08-26 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-2511,2025-09-13 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-2512,2025-09-15 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2513,2025-11-10 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-2514,2025-08-28 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-2515,2025-08-25 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2516,2025-09-23 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2517,2025-10-02 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2518,2025-11-06 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2519,2025-09-13 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2520,2025-08-23 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2521,2025-09-14 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2522,2025-08-23 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2523,2025-11-05 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2524,2025-09-03 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2525,2025-10-01 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-2526,2025-10-12 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-2527,2025-10-31 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2528,2025-10-20 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2529,2025-08-24 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2530,2025-08-15 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2531,2025-08-26 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2532,2025-09-24 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2533,2025-08-31 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2534,2025-10-10 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-2535,2025-08-21 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-2536,2025-11-01 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2537,2025-09-17 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2538,2025-11-08 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2539,2025-10-08 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2540,2025-10-17 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-2541,2025-10-25 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-2542,2025-08-28 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-2543,2025-10-22 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2544,2025-10-17 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2545,2025-09-12 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2546,2025-11-03 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-2547,2025-10-09 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2548,2025-11-02 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-2549,2025-11-03 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2550,2025-10-09 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-2551,2025-10-17 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2552,2025-08-27 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2553,2025-08-22 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2554,2025-09-03 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-2555,2025-08-23 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-2556,2025-09-17 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2557,2025-10-18 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2558,2025-08-30 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2559,2025-10-23 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2560,2025-08-26 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-2561,2025-08-28 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-2562,2025-10-24 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-2563,2025-10-01 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2564,2025-11-06 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-2565,2025-08-27 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2566,2025-11-01 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2567,2025-10-11 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-2568,2025-11-01 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-2569,2025-08-31 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-2570,2025-09-10 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-2571,2025-11-08 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2572,2025-09-07 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2573,2025-10-31 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2574,2025-08-13 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2575,2025-10-28 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2576,2025-08-14 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-2577,2025-09-04 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-2578,2025-10-05 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2579,2025-08-22 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2580,2025-09-28 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2581,2025-10-19 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-2582,2025-10-08 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2583,2025-09-06 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-2584,2025-11-08 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2585,2025-09-06 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-2586,2025-10-05 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-2587,2025-09-22 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-2588,2025-11-11 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2589,2025-08-17 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-2590,2025-09-05 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-2591,2025-10-23 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-2592,2025-08-23 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2593,2025-11-01 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2594,2025-10-16 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-2595,2025-10-14 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-2596,2025-08-13 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2597,2025-08-15 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2598,2025-10-07 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-2599,2025-10-05 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2600,2025-09-10 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-2601,2025-09-06 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2602,2025-10-20 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2603,2025-10-23 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2604,2025-10-30 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-2605,2025-08-15 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-2606,2025-08-30 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-2607,2025-11-09 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-2608,2025-08-15 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2609,2025-08-22 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-2610,2025-10-29 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-2611,2025-09-27 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2612,2025-08-16 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2613,2025-10-06 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2614,2025-08-14 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-2615,2025-10-02 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-2616,2025-10-06 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2617,2025-09-17 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2618,2025-09-29 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-2619,2025-10-20 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-2620,2025-10-20 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-2621,2025-08-20 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-2622,2025-09-06 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-2623,2025-08-24 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-2624,2025-09-21 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-2625,2025-08-14 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2626,2025-09-19 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2627,2025-10-28 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2628,2025-08-31 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-2629,2025-10-22 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-2630,2025-11-02 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-2631,2025-11-08 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-2632,2025-10-09 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-2633,2025-09-27 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-2634,2025-10-06 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-2635,2025-09-24 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-2636,2025-09-21 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2637,2025-09-05 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2638,2025-10-20 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-2639,2025-08-23 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2640,2025-08-29 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-2641,2025-10-02 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-2642,2025-09-08 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-2643,2025-11-05 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-2644,2025-09-20 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-2645,2025-09-13 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-2646,2025-09-24 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-2647,2025-09-19 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-2648,2025-10-22 00:00:00,Bill Payment,"I love the new UI update, very smooth."
